ID,Year,Date,Time,Date and time,Civic number,Street of accident,Street direction,Corner street,Corner street direction,Intersections,Duplicate count,Geocoding address
3378,2010,7/19/10,21:00,7/19/10 21:00,,RACHEL,,HOGAN,,RACHEL & HOGAN,3,"RACHEL & HOGAN, Montreal, Canada"
3379,2010,7/19/10,21:10,7/19/10 21:10,,ST DENIS,,BELLECHASSE,,ST DENIS & BELLECHASSE,6,"ST DENIS & BELLECHASSE, Montreal, Canada"
3380,2010,7/19/10,22:18,7/19/10 22:18,,ST JOSEPH,E,DE LA ROCHE,,ST JOSEPH & DE LA ROCHE,2,"ST JOSEPH & DE LA ROCHE, Montreal, Canada"
3381,2010,7/20/10,8:40,7/20/10 8:40,,DE MAISONNEUVE,,LAMBERT CLOSSE,,LAMBERT CLOSSE & DE MAISONNEUVE,4,"LAMBERT CLOSSE & DE MAISONNEUVE, Montreal, Canada"
3382,2010,7/20/10,11:57,7/20/10 11:57,,FORSYTH,,54E AV,,FORSYTH & 54E AV,1,"FORSYTH & 54E AV, Montreal, Canada"
3383,2010,7/20/10,15:11,7/20/10 15:11,,,,,,,,
3384,2010,7/20/10,18:10,7/20/10 18:10,,DE L'ASSOMPTION,,ST ZOTIQUE,,ST ZOTIQUE & DE L'ASSOMPTION,2,"ST ZOTIQUE & DE L'ASSOMPTION, Montreal, Canada"
3385,2010,7/21/10,16:15,7/21/10 16:15,,DE LORIMIER,,JEAN TALON,,JEAN TALON & DE LORIMIER,2,"JEAN TALON & DE LORIMIER, Montreal, Canada"
3386,2010,7/21/10,21:45,7/21/10 21:45,,SHERBROOKE,,ST URBAIN,,ST URBAIN & SHERBROOKE,5,"ST URBAIN & SHERBROOKE, Montreal, Canada"
3387,2010,7/22/10,8:48,7/22/10 8:48,,PAPINEAU,,SHERBROOKE,,SHERBROOKE & PAPINEAU,12,"SHERBROOKE & PAPINEAU, Montreal, Canada"
3388,2010,7/22/10,13:50,7/22/10 13:50,,MCGILL COLLEGE,,PRESIDENT KENNEDY,,PRESIDENT KENNEDY & MCGILL COLLEGE,3,"PRESIDENT KENNEDY & MCGILL COLLEGE, Montreal, Canada"
3389,2010,7/22/10,21:55,7/22/10 21:55,,PAPINEAU,,ONTARIO,,PAPINEAU & ONTARIO,9,"PAPINEAU & ONTARIO, Montreal, Canada"
3390,2010,7/22/10,23:10,7/22/10 23:10,4433,ST DENIS,,,,,1,"4433 ST DENIS , Montreal, Canada"
3391,2010,7/23/10,12:00,7/23/10 12:00,,D'ARGENSON,,CHATEAUGUAY,,D'ARGENSON & CHATEAUGUAY,2,"D'ARGENSON & CHATEAUGUAY, Montreal, Canada"
3392,2010,7/23/10,15:44,7/23/10 15:44,,DE MAISONNEUVE,O,DU FORT,,DU FORT & DE MAISONNEUVE,10,"DU FORT & DE MAISONNEUVE, Montreal, Canada"
3393,2010,7/23/10,17:26,7/23/10 17:26,3800,QUEEN MARY,,,,,1,"3800 QUEEN MARY , Montreal, Canada"
3394,2010,7/23/10,18:00,7/23/10 18:00,,,,,,,,
3395,2010,7/24/10,9:10,7/24/10 9:10,,SHERBROOKE,,GIROUARD,,SHERBROOKE & GIROUARD,2,"SHERBROOKE & GIROUARD, Montreal, Canada"
3396,2010,7/24/10,11:40,7/24/10 11:40,,RENE LEVESQUE,,HOTEL DE VILLE,,RENE LEVESQUE & HOTEL DE VILLE,1,"RENE LEVESQUE & HOTEL DE VILLE, Montreal, Canada"
3397,2010,7/24/10,16:00,7/24/10 16:00,,GUY,,STE CATHERINE,O,STE CATHERINE & GUY,4,"STE CATHERINE & GUY, Montreal, Canada"
3398,2010,7/25/10,14:30,7/25/10 14:30,,ST LAURENT,,MARIE ANNE,,ST LAURENT & MARIE ANNE,4,"ST LAURENT & MARIE ANNE, Montreal, Canada"
3399,2010,7/25/10,18:00,7/25/10 18:00,,LACORDAIRE,,DES TULIPES,,LACORDAIRE & DES TULIPES,1,"LACORDAIRE & DES TULIPES, Montreal, Canada"
3400,2010,7/25/10,19:49,7/25/10 19:49,,SHERBROOKE,O,ADDINGTON,,SHERBROOKE & ADDINGTON,4,"SHERBROOKE & ADDINGTON, Montreal, Canada"
3401,2010,7/25/10,21:35,7/25/10 21:35,4075,JEAN TALON,O,,,,1,"4075 JEAN TALON O, Montreal, Canada"
3402,2010,7/26/10,6:05,7/26/10 6:05,,BOURBONNIERE,,ROUEN,,ROUEN & BOURBONNIERE,1,"ROUEN & BOURBONNIERE, Montreal, Canada"
3403,2010,7/26/10,17:30,7/26/10 17:30,,GUY,,ARGYLE,,GUY & ARGYLE,2,"GUY & ARGYLE, Montreal, Canada"
3404,2010,7/26/10,17:30,7/26/10 17:30,,LANGELIER,,MARSEILLE,,MARSEILLE & LANGELIER,1,"MARSEILLE & LANGELIER, Montreal, Canada"
3405,2010,7/26/10,20:17,7/26/10 20:17,,LAKE,,SALABERRY,,SALABERRY & LAKE,2,"SALABERRY & LAKE, Montreal, Canada"
3406,2010,7/26/10,20:45,7/26/10 20:45,,ST JOSEPH,,24E AV,,ST JOSEPH & 24E AV,1,"ST JOSEPH & 24E AV, Montreal, Canada"
3407,2010,7/26/10,22:10,7/26/10 22:10,,D'IBERVILLE,,HOLT,,HOLT & D'IBERVILLE,2,"HOLT & D'IBERVILLE, Montreal, Canada"
3408,2010,7/27/10,7:30,7/27/10 7:30,,LIEBERT,,STE CLAIRE,,STE CLAIRE & LIEBERT,1,"STE CLAIRE & LIEBERT, Montreal, Canada"
3409,2010,7/27/10,14:00,7/27/10 14:00,,DE MAISONNEUVE,,ST TIMOTHEE,,ST TIMOTHEE & DE MAISONNEUVE,2,"ST TIMOTHEE & DE MAISONNEUVE, Montreal, Canada"
3410,2010,7/27/10,15:20,7/27/10 15:20,,OTTAWA,,MONTAGNE,,OTTAWA & MONTAGNE,1,"OTTAWA & MONTAGNE, Montreal, Canada"
3411,2010,7/27/10,15:55,7/27/10 15:55,,CRESCENT,,DE MAISONNEUVE,,DE MAISONNEUVE & CRESCENT,6,"DE MAISONNEUVE & CRESCENT, Montreal, Canada"
3412,2010,7/27/10,15:55,7/27/10 15:55,,CRESCENT,,DE MAISONNEUVE,,DE MAISONNEUVE & CRESCENT,6,"DE MAISONNEUVE & CRESCENT, Montreal, Canada"
3413,2010,7/27/10,17:40,7/27/10 17:40,,GRANBY,,DE L'ESSEP,,GRANBY & DE L'ESSEP,1,"GRANBY & DE L'ESSEP, Montreal, Canada"
3414,2010,7/28/10,,7/28/10 0:00,6200,JEAN TALON,E,VILLANELE,,VILLANELE & JEAN TALON,1,"6200 JEAN TALON E, Montreal, Canada"
3415,2010,7/28/10,,7/28/10 0:00,30,PLACE DU COMMERCE,,PLACE DU COMMERCE,,PLACE DU COMMERCE & PLACE DU COMMERCE,1,"30 PLACE DU COMMERCE , Montreal, Canada"
3416,2010,7/28/10,3:15,7/28/10 3:15,,DU PARC,,ST JOSEPH,E,ST JOSEPH & DU PARC,3,"ST JOSEPH & DU PARC, Montreal, Canada"
3417,2010,7/28/10,16:20,7/28/10 16:20,,RACHEL,,DE BULLION,,RACHEL & DE BULLION,9,"RACHEL & DE BULLION, Montreal, Canada"
3418,2010,7/29/10,,7/29/10 0:00,555,JEAN TALON,,LAJEUNESSE,,LAJEUNESSE & JEAN TALON,2,"555 JEAN TALON , Montreal, Canada"
3419,2010,7/29/10,6:35,7/29/10 6:35,,RACHEL,,FRONTENAC,,RACHEL & FRONTENAC,7,"RACHEL & FRONTENAC, Montreal, Canada"
3420,2010,7/29/10,10:10,7/29/10 10:10,,BROADVIEW,,JOHN FISHER,,JOHN FISHER & BROADVIEW,1,"JOHN FISHER & BROADVIEW, Montreal, Canada"
3421,2010,7/29/10,13:10,7/29/10 13:10,,JOLICOEUR,,MONK,,MONK & JOLICOEUR,1,"MONK & JOLICOEUR, Montreal, Canada"
3422,2010,7/29/10,17:10,7/29/10 17:10,,DU PARC,,DULUTH,,DULUTH & DU PARC,7,"DULUTH & DU PARC, Montreal, Canada"
3423,2010,7/29/10,23:30,7/29/10 23:30,,DE SALABERRY,,AUTOROUTE 15,,DE SALABERRY & AUTOROUTE 15,1,"DE SALABERRY & AUTOROUTE 15, Montreal, Canada"
3424,2010,7/30/10,,7/30/10 0:00,,VIAU,,ROSEMONT,,VIAU & ROSEMONT,1,"VIAU & ROSEMONT, Montreal, Canada"
3425,2010,7/30/10,0:35,7/30/10 0:35,4590,ST DENIS,,BIENVILLE,,ST DENIS & BIENVILLE,2,"4590 ST DENIS , Montreal, Canada"
3426,2010,7/31/10,11:20,7/31/10 11:20,,LANGHORNE,,DUFFERIN,,LANGHORNE & DUFFERIN,2,"LANGHORNE & DUFFERIN, Montreal, Canada"
3427,2010,7/31/10,11:40,7/31/10 11:40,,AIRLIE,,90E AV,,AIRLIE & 90E AV,1,"AIRLIE & 90E AV, Montreal, Canada"
3428,2010,7/31/10,13:50,7/31/10 13:50,,PAPINEAU,,BELLECHASSE,,PAPINEAU & BELLECHASSE,3,"PAPINEAU & BELLECHASSE, Montreal, Canada"
3429,2010,7/31/10,19:30,7/31/10 19:30,,CH LAVAL,,DE LA SORBONNE,,DE LA SORBONNE & CH LAVAL,1,"DE LA SORBONNE & CH LAVAL, Montreal, Canada"
3430,2010,7/31/10,22:10,7/31/10 22:10,,MONT ROYAL,,CHRISTOPHE COLOMB,,MONT ROYAL & CHRISTOPHE COLOMB,4,"MONT ROYAL & CHRISTOPHE COLOMB, Montreal, Canada"
3431,2010,8/1/10,0:30,8/1/10 0:30,,JEAN TALON,,VIAU,,VIAU & JEAN TALON,6,"VIAU & JEAN TALON, Montreal, Canada"
3432,2010,8/1/10,8:14,8/1/10 8:14,2151,SHERBROOKE,,DES ERABLES,,SHERBROOKE & DES ERABLES,1,"2151 SHERBROOKE , Montreal, Canada"
3433,2010,8/1/10,19:00,8/1/10 19:00,,WISEMAN,,LAJOIE,,WISEMAN & LAJOIE,1,"WISEMAN & LAJOIE, Montreal, Canada"
3434,2010,8/1/10,20:40,8/1/10 20:40,8133,CASGRAIN,,JARRY,,JARRY & CASGRAIN,1,"8133 CASGRAIN , Montreal, Canada"
3435,2010,8/2/10,15:10,8/2/10 15:10,,HUTCHISON,,VAN HORNE,,VAN HORNE & HUTCHISON,3,"VAN HORNE & HUTCHISON, Montreal, Canada"
3436,2010,8/2/10,16:10,8/2/10 16:10,11835,RACETTE,,DE LA GARE,,RACETTE & DE LA GARE,1,"11835 RACETTE , Montreal, Canada"
3437,2010,8/2/10,16:15,8/2/10 16:15,476,COTE STE CATHERINE,,,,,1,"476 COTE STE CATHERINE , Montreal, Canada"
3438,2010,8/2/10,17:20,8/2/10 17:20,,SAUVE,,MEILLEUR,,SAUVE & MEILLEUR,2,"SAUVE & MEILLEUR, Montreal, Canada"
3439,2010,8/2/10,17:42,8/2/10 17:42,,ST JOSEPH,,ST ANDRE,,ST JOSEPH & ST ANDRE,5,"ST JOSEPH & ST ANDRE, Montreal, Canada"
3440,2010,8/2/10,18:40,8/2/10 18:40,,STE CATHERINE,E,THEODORE,,THEODORE & STE CATHERINE,1,"THEODORE & STE CATHERINE, Montreal, Canada"
3441,2010,8/3/10,15:50,8/3/10 15:50,,DE L'ESPLANADE,,ST VIATEUR,O,ST VIATEUR & DE L'ESPLANADE,1,"ST VIATEUR & DE L'ESPLANADE, Montreal, Canada"
3442,2010,8/3/10,16:59,8/3/10 16:59,,CHRISTOPHE COLOMB,,CREMAZIE,E,CREMAZIE & CHRISTOPHE COLOMB,22,"CREMAZIE & CHRISTOPHE COLOMB, Montreal, Canada"
3443,2010,8/4/10,20:25,8/4/10 20:25,,COTE ST LUC,,DECRIE,,DECRIE & COTE ST LUC,1,"DECRIE & COTE ST LUC, Montreal, Canada"
3444,2010,8/5/10,10:35,8/5/10 10:35,,DES ERABLES,,GEORGE LECLAIRE,,GEORGE LECLAIRE & DES ERABLES,1,"GEORGE LECLAIRE & DES ERABLES, Montreal, Canada"
3445,2010,8/5/10,17:10,8/5/10 17:10,5025,SHERBROOKE,O,,,,1,"5025 SHERBROOKE O, Montreal, Canada"
3446,2010,8/6/10,8:30,8/6/10 8:30,6265,BOYER,,,,,1,"6265 BOYER , Montreal, Canada"
3447,2010,8/6/10,10:00,8/6/10 10:00,,AMHERST,,ONTARIO,,ONTARIO & AMHERST,3,"ONTARIO & AMHERST, Montreal, Canada"
3448,2010,8/6/10,12:05,8/6/10 12:05,270,CHEVREMONT,,,,,1,"270 CHEVREMONT , Montreal, Canada"
3449,2010,8/6/10,20:10,8/6/10 20:10,,CHAMPLAIN,,43E AV,,CHAMPLAIN & 43E AV,1,"CHAMPLAIN & 43E AV, Montreal, Canada"
3450,2010,8/7/10,11:30,8/7/10 11:30,,PAPINEAU,,ONTARIO,,PAPINEAU & ONTARIO,9,"PAPINEAU & ONTARIO, Montreal, Canada"
3451,2010,8/7/10,15:50,8/7/10 15:50,,LACORDAIRE,,CHARLEROI,,LACORDAIRE & CHARLEROI,1,"LACORDAIRE & CHARLEROI, Montreal, Canada"
3452,2010,8/7/10,20:45,8/7/10 20:45,,BELLECHASSE,,DES ECORES,,DES ECORES & BELLECHASSE,2,"DES ECORES & BELLECHASSE, Montreal, Canada"
3453,2010,8/7/10,23:00,8/7/10 23:00,,ST DENIS,,JARRY,,ST DENIS & JARRY,3,"ST DENIS & JARRY, Montreal, Canada"
3454,2010,8/8/10,11:20,8/8/10 11:20,,RENE LEVESQUE,E,AMHERST,,RENE LEVESQUE & AMHERST,4,"RENE LEVESQUE & AMHERST, Montreal, Canada"
3455,2010,8/8/10,12:45,8/8/10 12:45,7100,JEAN TALON,,DES HALLES,,JEAN TALON & DES HALLES,4,"7100 JEAN TALON , Montreal, Canada"
3456,2010,8/8/10,20:10,8/8/10 20:10,,EMILE JOURNAULT,,ANDRE GRASSET,,EMILE JOURNAULT & ANDRE GRASSET,2,"EMILE JOURNAULT & ANDRE GRASSET, Montreal, Canada"
3457,2010,8/9/10,13:30,8/9/10 13:30,,ST DENIS,,CREMAZIE,,ST DENIS & CREMAZIE,2,"ST DENIS & CREMAZIE, Montreal, Canada"
3458,2010,8/9/10,15:42,8/9/10 15:42,,AUTOROUTE 40,,CH STE MARIE,,CH STE MARIE & AUTOROUTE 40,1,"CH STE MARIE & AUTOROUTE 40, Montreal, Canada"
3459,2010,8/9/10,21:00,8/9/10 21:00,,GUY,,ST ANTOINE,,ST ANTOINE & GUY,3,"ST ANTOINE & GUY, Montreal, Canada"
3460,2010,8/10/10,10:55,8/10/10 10:55,,F X PRIEUR,,SALLEY,,SALLEY & F X PRIEUR,1,"SALLEY & F X PRIEUR, Montreal, Canada"
3461,2010,8/11/10,,8/11/10 0:00,,ONTARIO,,BERRI,,ONTARIO & BERRI,24,"ONTARIO & BERRI, Montreal, Canada"
3462,2010,8/11/10,1:40,8/11/10 1:40,,D'IBERVILLE,,LA FONTAINE,,LA FONTAINE & D'IBERVILLE,1,"LA FONTAINE & D'IBERVILLE, Montreal, Canada"
3463,2010,8/11/10,9:10,8/11/10 9:10,1509,GALT,,ANGERS,,GALT & ANGERS,1,"1509 GALT , Montreal, Canada"
3464,2010,8/11/10,16:08,8/11/10 16:08,,VILLENEUVE,E,HOTEL DE VILLE,,VILLENEUVE & HOTEL DE VILLE,1,"VILLENEUVE & HOTEL DE VILLE, Montreal, Canada"
3465,2010,8/11/10,21:20,8/11/10 21:20,10932,ALFRED,,INDUSTRIEL,,INDUSTRIEL & ALFRED,1,"10932 ALFRED , Montreal, Canada"
3466,2010,8/12/10,7:20,8/12/10 7:20,,RACHEL,,BOURBONNIERE,,RACHEL & BOURBONNIERE,2,"RACHEL & BOURBONNIERE, Montreal, Canada"
3467,2010,8/13/10,,8/13/10 0:00,,RACHEL,,PAPINEAU,,RACHEL & PAPINEAU,11,"RACHEL & PAPINEAU, Montreal, Canada"
3468,2010,8/13/10,12:57,8/13/10 12:57,,MASSON,,16E AV,,MASSON & 16E AV,2,"MASSON & 16E AV, Montreal, Canada"
3469,2010,8/13/10,15:29,8/13/10 15:29,,CHARLEVOIX,,GD TRUNK,,GD TRUNK & CHARLEVOIX,1,"GD TRUNK & CHARLEVOIX, Montreal, Canada"
3470,2010,8/13/10,17:40,8/13/10 17:40,,MONT ROYAL,,MENTANA,,MONT ROYAL & MENTANA,1,"MONT ROYAL & MENTANA, Montreal, Canada"
3471,2010,8/14/10,22:29,8/14/10 22:29,,ST VIATEUR,,DU PARC,,ST VIATEUR & DU PARC,4,"ST VIATEUR & DU PARC, Montreal, Canada"
3472,2010,8/16/10,15:10,8/16/10 15:10,7964,MAURICE DUPLESSIS,,,,,1,"7964 MAURICE DUPLESSIS , Montreal, Canada"
3473,2010,8/17/10,,8/17/10 0:00,,LAURIER,E,CHRISTOPHE COLOMB,,LAURIER & CHRISTOPHE COLOMB,3,"LAURIER & CHRISTOPHE COLOMB, Montreal, Canada"
3474,2010,8/17/10,11:50,8/17/10 11:50,6475,HENRI BOURASSA,,,,,1,"6475 HENRI BOURASSA , Montreal, Canada"
3475,2010,8/17/10,13:14,8/17/10 13:14,,VAN HORNE,,DE L'ESPLANADE,,VAN HORNE & DE L'ESPLANADE,1,"VAN HORNE & DE L'ESPLANADE, Montreal, Canada"
3476,2010,8/17/10,13:40,8/17/10 13:40,,VAN HORNE,,DAVAAR,,VAN HORNE & DAVAAR,1,"VAN HORNE & DAVAAR, Montreal, Canada"
3477,2010,8/17/10,17:22,8/17/10 17:22,5304,DU PARC,,,,,1,"5304 DU PARC , Montreal, Canada"
3478,2010,8/17/10,18:00,8/17/10 18:00,,ATWATER,,WORKMAN,,WORKMAN & ATWATER,3,"WORKMAN & ATWATER, Montreal, Canada"
3479,2010,8/17/10,18:23,8/17/10 18:23,3676,ST DENIS,,CHERRIER,,ST DENIS & CHERRIER,6,"3676 ST DENIS , Montreal, Canada"
3480,2010,8/17/10,19:10,8/17/10 19:10,,COTE VERTU,,MONTPELLIER,,MONTPELLIER & COTE VERTU,1,"MONTPELLIER & COTE VERTU, Montreal, Canada"
3481,2010,8/17/10,19:15,8/17/10 19:15,,ST LAURENT,,GUIZOT,,ST LAURENT & GUIZOT,2,"ST LAURENT & GUIZOT, Montreal, Canada"
3482,2010,8/18/10,,8/18/10 0:00,,SHAUGHNESSY,,ST MICHEL,,ST MICHEL & SHAUGHNESSY,1,"ST MICHEL & SHAUGHNESSY, Montreal, Canada"
3483,2010,8/18/10,9:09,8/18/10 9:09,,CITY COUNCILLERS,,SHERBROOKE,,SHERBROOKE & CITY COUNCILLERS,1,"SHERBROOKE & CITY COUNCILLERS, Montreal, Canada"
3484,2010,8/18/10,10:22,8/18/10 10:22,,DE MAISONNEUVE,O,ATWATER,,DE MAISONNEUVE & ATWATER,6,"DE MAISONNEUVE & ATWATER, Montreal, Canada"
3485,2010,8/18/10,15:25,8/18/10 15:25,,MARIE ANNE,E,CARTIER,,MARIE ANNE & CARTIER,2,"MARIE ANNE & CARTIER, Montreal, Canada"
3486,2010,8/18/10,18:20,8/18/10 18:20,,ST MICHEL,,ST JOSEPH,,ST MICHEL & ST JOSEPH,3,"ST MICHEL & ST JOSEPH, Montreal, Canada"
3487,2010,8/19/10,,8/19/10 0:00,,PIE IX,,BEAUBIEN,,PIE IX & BEAUBIEN,2,"PIE IX & BEAUBIEN, Montreal, Canada"
3488,2010,8/19/10,7:50,8/19/10 7:50,,ST LAURENT,,MARIE ANNE,,ST LAURENT & MARIE ANNE,4,"ST LAURENT & MARIE ANNE, Montreal, Canada"
3489,2010,8/19/10,11:35,8/19/10 11:35,,ROUEN,,AYLWIN,,ROUEN & AYLWIN,1,"ROUEN & AYLWIN, Montreal, Canada"
3490,2010,8/19/10,18:30,8/19/10 18:30,,PEEL,,DE MAISONNEUVE,O,PEEL & DE MAISONNEUVE,4,"PEEL & DE MAISONNEUVE, Montreal, Canada"
3491,2010,8/20/10,7:45,8/20/10 7:45,,DUTRISAC,,ROCHON,,ROCHON & DUTRISAC,1,"ROCHON & DUTRISAC, Montreal, Canada"
3492,2010,8/20/10,14:20,8/20/10 14:20,,FULLUM,,HOCHELAGA,,HOCHELAGA & FULLUM,1,"HOCHELAGA & FULLUM, Montreal, Canada"
3493,2010,8/20/10,17:10,8/20/10 17:10,,MONT ROYAL,,CHRISTOPHE COLOMB,,MONT ROYAL & CHRISTOPHE COLOMB,4,"MONT ROYAL & CHRISTOPHE COLOMB, Montreal, Canada"
3494,2010,8/20/10,17:15,8/20/10 17:15,,HOCHELAGA,,ST CLEMENT,,ST CLEMENT & HOCHELAGA,1,"ST CLEMENT & HOCHELAGA, Montreal, Canada"
3495,2010,8/20/10,18:03,8/20/10 18:03,,BOURRET,,DECARIE,,DECARIE & BOURRET,3,"DECARIE & BOURRET, Montreal, Canada"
3496,2010,8/20/10,21:12,8/20/10 21:12,861,CHARLEVOIX,,,,,1,"861 CHARLEVOIX , Montreal, Canada"
3497,2010,8/21/10,14:16,8/21/10 14:16,,KENSINGTON,,SHERBROOKE,,SHERBROOKE & KENSINGTON,3,"SHERBROOKE & KENSINGTON, Montreal, Canada"
3498,2010,8/22/10,11:38,8/22/10 11:38,1112,BELLECHASSE,,CHRISTOPHE COLOMB,,CHRISTOPHE COLOMB & BELLECHASSE,3,"1112 BELLECHASSE , Montreal, Canada"
3499,2010,8/23/10,17:23,8/23/10 17:23,,LAURIER,,DROLET,,LAURIER & DROLET,4,"LAURIER & DROLET, Montreal, Canada"
3500,2010,8/24/10,7:52,8/24/10 7:52,5265,PAPINEAU,,LAURIER,E,PAPINEAU & LAURIER,3,"5265 PAPINEAU , Montreal, Canada"
3501,2010,8/24/10,9:50,8/24/10 9:50,1025,DES PINS,O,PEEL,,PEEL & DES PINS,1,"1025 DES PINS O, Montreal, Canada"
3502,2010,8/24/10,11:49,8/24/10 11:49,6290,DU PARC,,BEAUBIEN,O,DU PARC & BEAUBIEN,3,"6290 DU PARC , Montreal, Canada"
3503,2010,8/24/10,13:30,8/24/10 13:30,,DELINELLE,,NOTRE DAME,O,NOTRE DAME & DELINELLE,1,"NOTRE DAME & DELINELLE, Montreal, Canada"
3504,2010,8/24/10,14:10,8/24/10 14:10,,PIE IX,,MONSELET,,PIE IX & MONSELET,1,"PIE IX & MONSELET, Montreal, Canada"
3505,2010,8/24/10,16:40,8/24/10 16:40,,THIMENS,,MARCEL LAURIN,,THIMENS & MARCEL LAURIN,1,"THIMENS & MARCEL LAURIN, Montreal, Canada"
3506,2010,8/24/10,18:30,8/24/10 18:30,,BOYER,,EVERETT,,EVERETT & BOYER,1,"EVERETT & BOYER, Montreal, Canada"
3507,2010,8/25/10,10:50,8/25/10 10:50,1055,JARRY,E,CHRISTOPHE COLOMB,,JARRY & CHRISTOPHE COLOMB,12,"1055 JARRY E, Montreal, Canada"
3508,2010,8/25/10,12:00,8/25/10 12:00,1350,DAWSON,,,,,1,"1350 DAWSON , Montreal, Canada"
3509,2010,8/25/10,14:40,8/25/10 14:40,2585,ONTARIO,,BERCY,,ONTARIO & BERCY,1,"2585 ONTARIO , Montreal, Canada"
3510,2010,8/25/10,15:00,8/25/10 15:00,,ST JOSEPH,,DROLET,,ST JOSEPH & DROLET,4,"ST JOSEPH & DROLET, Montreal, Canada"
3511,2010,8/25/10,18:00,8/25/10 18:00,,ST ANDRE,,ST ZOTIQUE,E,ST ZOTIQUE & ST ANDRE,1,"ST ZOTIQUE & ST ANDRE, Montreal, Canada"
3512,2010,8/26/10,8:40,8/26/10 8:40,,ONTARIO,,DE LA VISITATION,,ONTARIO & DE LA VISITATION,1,"ONTARIO & DE LA VISITATION, Montreal, Canada"
3513,2010,8/26/10,9:10,8/26/10 9:10,,VAN HORNE,,WISEMAN,,WISEMAN & VAN HORNE,1,"WISEMAN & VAN HORNE, Montreal, Canada"
3514,2010,8/26/10,12:36,8/26/10 12:36,,COTE STE CATHERINE,,MCEACHRAN,,MCEACHRAN & COTE STE CATHERINE,2,"MCEACHRAN & COTE STE CATHERINE, Montreal, Canada"
3515,2010,8/26/10,19:30,8/26/10 19:30,,GUY,,ST JACQUES,,ST JACQUES & GUY,2,"ST JACQUES & GUY, Montreal, Canada"
3516,2010,8/26/10,20:02,8/26/10 20:02,,5E AV,,BANNANTYNE,,BANNANTYNE & 5E AV,2,"BANNANTYNE & 5E AV, Montreal, Canada"
3517,2010,8/26/10,20:26,8/26/10 20:26,,SHERBROOKE,O,MARCIL,,SHERBROOKE & MARCIL,1,"SHERBROOKE & MARCIL, Montreal, Canada"
3518,2010,8/27/10,14:35,8/27/10 14:35,,ST HENRI,,NOTRE DAME,O,ST HENRI & NOTRE DAME,2,"ST HENRI & NOTRE DAME, Montreal, Canada"
3519,2010,8/27/10,16:20,8/27/10 16:20,5875,COTE ST ANTOINE,,,,,1,"5875 COTE ST ANTOINE , Montreal, Canada"
3520,2010,8/27/10,21:35,8/27/10 21:35,,ISABELLA,,CLANRANALD,,ISABELLA & CLANRANALD,1,"ISABELLA & CLANRANALD, Montreal, Canada"
3521,2010,8/28/10,,8/28/10 0:00,,SHERBROOKE,E,ST DOMINIQUE,,ST DOMINIQUE & SHERBROOKE,1,"ST DOMINIQUE & SHERBROOKE, Montreal, Canada"
3522,2010,8/28/10,13:15,8/28/10 13:15,,SHEVCHENKO,,BOURSIER,,SHEVCHENKO & BOURSIER,1,"SHEVCHENKO & BOURSIER, Montreal, Canada"
3523,2010,8/28/10,18:11,8/28/10 18:11,,,,,,,,
3524,2010,8/29/10,,8/29/10 0:00,,,,,,,,
3525,2010,8/29/10,2:30,8/29/10 2:30,,PONT JACQUES BIZARD,,GOUIN,O,PONT JACQUES BIZARD & GOUIN,1,"PONT JACQUES BIZARD & GOUIN, Montreal, Canada"
3526,2010,8/29/10,13:55,8/29/10 13:55,285,BEACONSFIELD,,,,,1,"285 BEACONSFIELD , Montreal, Canada"
3527,2010,8/29/10,15:12,8/29/10 15:12,2915,BD ROYAUME,,,,,1,
3528,2010,8/30/10,12:15,8/30/10 12:15,,RACHEL,,JEANNE D'ARC,,RACHEL & JEANNE D'ARC,6,"RACHEL & JEANNE D'ARC, Montreal, Canada"
3529,2010,8/30/10,18:19,8/30/10 18:19,,DE MAISONNEUVE,O,METCALFE,,METCALFE & DE MAISONNEUVE,9,"METCALFE & DE MAISONNEUVE, Montreal, Canada"
3530,2010,8/30/10,18:19,8/30/10 18:19,,DE MAISONNEUVE,O,METCALFE,,METCALFE & DE MAISONNEUVE,9,"METCALFE & DE MAISONNEUVE, Montreal, Canada"
3531,2010,8/31/10,0:05,8/31/10 0:05,,ST JACQUES,,HARVARD,,ST JACQUES & HARVARD,1,"ST JACQUES & HARVARD, Montreal, Canada"
3532,2010,8/31/10,7:15,8/31/10 7:15,4256,ST URBAIN,,,,,1,"4256 ST URBAIN , Montreal, Canada"
3533,2010,8/31/10,7:15,8/31/10 7:15,,WESTMINSTER,,NELSON,,WESTMINSTER & NELSON,1,"WESTMINSTER & NELSON, Montreal, Canada"
3534,2010,8/31/10,7:31,8/31/10 7:31,,ST ZOTIQUE,,LOUIS HEMON,,ST ZOTIQUE & LOUIS HEMON,1,"ST ZOTIQUE & LOUIS HEMON, Montreal, Canada"
3535,2010,8/31/10,9:05,8/31/10 9:05,,RENE LEVESQUE,,DE LORIMIER,,RENE LEVESQUE & DE LORIMIER,1,"RENE LEVESQUE & DE LORIMIER, Montreal, Canada"
3536,2010,8/31/10,18:11,8/31/10 18:11,1815,AYLWIN,,LA FONTAINE,,LA FONTAINE & AYLWIN,2,"1815 AYLWIN , Montreal, Canada"
3537,2010,8/31/10,20:05,8/31/10 20:05,5055,COTE ST LUC,,,,,1,"5055 COTE ST LUC , Montreal, Canada"
